email_text,intent,urgency,order_id,product,clean_email_text,char_length,word_count
Subj: Case 0909 - Can you check availability of SR-9U-WALL qty 5 and send the rack assembly manual v1.3?,multiple_intents,,,,can you check availability of sr 9u wall qty 5 and send the rack assembly manual v1 3,85,18
Can you recommend a competitor's router? pls advise,out_of_scope,,,,can you recommend a competitor s router pls advise,50,9
Vendor application: 'Rackify' manufacturer in EU pls,vendor_registration,,,,vendor application rackify manufacturer in eu pls,49,7
My order 14141 shows delivered but no package. Tracking lied. Please escalate.,delivery_issue,high,14141.0,,my order 14141 shows delivered but no package tracking lied please escalate,75,12
"Router won't pick up ISP PPPoE credentials, urgent",technical_support,high,,router,router won t pick up isp pppoe credentials urgent,49,9
"Subj: Case 0620 - Vendor setup: Horizon Router Labs, business type manufacturer, region Israel.",vendor_registration,,,,vendor setup horizon router labs business type manufacturer region israel,73,10
Need to cancel order 9902711 (printer) if it hasn't gone out yet pls!,order_modification_request,high,9902711.0,,need to cancel order 9902711 printer if it hasn t gone out yet pls,66,14
Subj: Case 0990 - Printer prints blank pages (support) and also want invoice copy for order 68098.,multiple_intents,,68098.0,,printer prints blank pages support and also want invoice copy for order 68098,77,13
"Subj: Case 0691 - Please return tablet order 66053, reason: changed mind / not needed.",return_request,,66053.0,tablet,please return tablet order 66053 reason changed mind not needed,63,10
What’s your best price on 12 routers for small office? not urgent just budgeting,pricing,low,,router,what s your best price on 12 routers for small office not urgent just budgeting,79,15
"Need price for laptop dock for 50 units, quarterly procurement",pricing,low,,laptop,need price for laptop dock for 50 units quarterly procurement,61,10
"Hi, the laptop I got is faulty — screen flickers and battery dies quick. Really annoyed.",complaints,,,laptop,hi the laptop i got is faulty screen flickers and battery dies quick really annoyed,83,15
How to apply for job? saw roles on LinkedIn,out_of_scope,,,,how to apply for job saw roles on linkedin,42,9
Collections reached out about order 10123 but we have a plan. order10123,credit_and_collections,,10123.0,,collections reached out about order 10123 but we have a plan order10123,71,12
Any update on order statuz for #129045? It's a laptop order from last Friday.,order_status,,129045.0,laptop,any update on order statuz for 129045 it s a laptop order from last friday,74,15
"Subj: Case 0806 - Your phone support line keeps hanging up on me, this is ridiculous.",out_of_scope,,,,your phone support line keeps hanging up on me this is ridiculous,65,12
Availability for SKU ZT-101 for laptop chargers? need 20,availability,,,laptop,availability for sku zt 101 for laptop chargers need 20,55,10
"Subj: Case 0748 - Monitor shows 'no signal' even though cable is plugged, can you advise?",technical_support,medium,,monitor,monitor shows no signal even though cable is plugged can you advise,67,12
Subj: Case 0970 - Monitor not going above 60hz (support) and i'm honestly disappointed (complaint).,multiple_intents,,,,monitor not going above 60hz support and i m honestly disappointed complaint,76,12
"Subj: Case 0137 - Router range is way worse than advertised, cant cover our small office.",complaints,,,router,router range is way worse than advertised cant cover our small office,69,12
"Can I register as vendor? Company: TechNova, we are manufacturer, region: APAC.",vendor_registration,,,,can i register as vendor company technova we are manufacturer region apac,73,12
"Subj: Case 0624 - Vendor reg request: MetroCables Wholesale, business type wholesaler, region Spain.",vendor_registration,,,,vendor reg request metrocables wholesale business type wholesaler region spain,78,10
"Subj: Case 0049 - Tablet order 51049 is late and we travel Friday, need it before then pls.",delivery_issue,high,51049.0,tablet,tablet order 51049 is late and we travel friday need it before then pls,71,14
Invoice says overdue for order 33441 but we already paid. check pls,credit_and_collections,,33441.0,,invoice says overdue for order 33441 but we already paid check pls,66,12
Return my monitor in order 6401208—stand missing.,return_request,,6401208.0,monitor,return my monitor in order 6401208 stand missing,48,8
Subj: Case 0889 - Printer driver install fails (tech support) and also is PR-4411 even in stock? need 3 more.,multiple_intents,,,,printer driver install fails tech support and also is pr 4411 even in stock need 3 more,87,17
Can you confirm if order 760055 has been packed? It's the keyboard I ordered yesterday evening.,order_status,,760055.0,keyboard,can you confirm if order 760055 has been packed it s the keyboard i ordered yesterday evening,93,17
Can I have two invoices merged for orders 11111 and 11112? Please advise,invoice_request,low,11111.0,,can i have two invoices merged for orders 11111 and 11112 please advise,71,13
Can I return software license order 22322? reason: license key invalid,return_request,,22322.0,software license,can i return software license order 22322 reason license key invalid,68,11
Subj: Case 0735 - Refund request order 67044 amount 125 reason: incorrect fee applied.,refund_request,,67044.0,,refund request order 67044 amount 125 reason incorrect fee applied,66,10
Subj: Case 0915 - Complaint: keyboard keys stick AND i need tech support to troubleshoot before returning.,multiple_intents,,,,complaint keyboard keys stick and i need tech support to troubleshoot before returning,86,13
Subj: Case 0947 - Need refund order 68071 amount 260 and also dispute credit hold on our account.,multiple_intents,,68071.0,,need refund order 68071 amount 260 and also dispute credit hold on our account,78,14
"Subj: Case 0797 - Router DNS settings not taking effect, clients still use old DNS, help asap.",technical_support,high,,router,router dns settings not taking effect clients still use old dns help asap,73,13
"Server rack delivery delayed again — order 77231, pls escalate, our deployment blocked.",delivery_issue,high,77231.0,server rack,server rack delivery delayed again order 77231 pls escalate our deployment blocked,82,12
"Subj: Case 0146 - Router firmware update bricked it, now its dead, extremely upset.",complaints,,,router,router firmware update bricked it now its dead extremely upset,62,10
Subj: Case 0489 - Please send driver download doc for printer (supported OS list).,product_docs,,,printer,please send driver download doc for printer supported os list,61,10
Pricing & availability for SKU KB-777 qty 40 urgent for event next week.,pricing_and_availability,high,,,pricing availability for sku kb 777 qty 40 urgent for event next week,69,13
"Printer arrived with wrong voltage plug and fried the unit, totally pissed off.",complaints,,,printer,printer arrived with wrong voltage plug and fried the unit totally pissed off,77,13
"Hello, we want to register as a vendor. Company name: NorthBridge IT Supplies, business type: reseller, region: US.",vendor_registration,,,,hello we want to register as a vendor company name northbridge it supplies business type reseller region us,107,18
"Subj: Case 0590 - Can you send vendor onboarding link? Company: HarborIT Supplies, business type distributor, region Australia.",vendor_registration,,,,can you send vendor onboarding link company harborit supplies business type distributor region australia,104,14
"Subj: Case 0924 - Need to cancel order 68055 and get invoice for the remaining shipped items, pls.",multiple_intents,,68055.0,,need to cancel order 68055 and get invoice for the remaining shipped items pls,78,14
Invoice request for order 55000 Jan 2026 — low priority,invoice_request,low,55000.0,,invoice request for order 55000 jan 2026 low priority,53,9
Is this the right place to ask about catering orders? Not related to purchase.,out_of_scope,,,,is this the right place to ask about catering orders not related to purchase,76,14
Product docs: want installation guide for server rack SR-5 v1.3,product_docs,,,server rack,product docs want installation guide for server rack sr 5 v1 3,62,12
Subj: Case 0231 - Can you send the invoice for order 63012? thanks in advance.,invoice_request,medium,63012.0,,can you send the invoice for order 63012 thanks in advance,58,11
"Subj: Case 0142 - Keyboard software is full of bugs, macros dont save, very frustrated.",complaints,,,keyboard,keyboard software is full of bugs macros dont save very frustrated,66,11
"Vendor registration: MacroTech, supplier, region: Brazil. What's the onboarding time?",vendor_registration,,,,vendor registration macrotech supplier region brazil what s the onboarding time,79,11
Looking for a sales rep for the Midwest region; we're a 120-person startup. Call me soon?,sales_reps,medium,,,looking for a sales rep for the midwest region we re a 120 person startup call me soon,86,18
"Subj: Case 0158 - Cables keep falling out, connectors are too loose, not acceptable.",complaints,,,cables,cables keep falling out connectors are too loose not acceptable,63,10
Is keyboard AB-2234 available? Also want warranty docs pls,multiple_intents,,,,is keyboard ab 2234 available also want warranty docs pls,57,10
Order 68686 (keyboard) ETA? I need it by Monday,order_status,,68686.0,keyboard,order 68686 keyboard eta i need it by monday,44,9
"Subj: Case 0815 - I got a weird scam email pretending to be you, just letting you know.",out_of_scope,,,,i got a weird scam email pretending to be you just letting you know,67,14
